ID,TargetF1,TargetRAUC
ID_82B23887,0,0
ID_F248F158,0,0
ID_7834C270,0,0
ID_0F39F307,0,0
ID_4D357587,0,0
ID_CB8C7FC0,0,0
ID_9315CAF0,0,0
ID_12E68B57,0,0
ID_8D8F789D,0,0
ID_74EADF28,0,0
ID_536A6DBC,0,0
ID_3377A8AB,0,0
ID_498C39A9,0,0
ID_CA874018,0,0
ID_E6D9ABB0,0,0
ID_6A63EA8F,0,0
ID_996EAA66,0,0
ID_D6C7F336,0,0
ID_0FCFA51D,0,0
ID_825BF98C,0,0
ID_3918F407,0,0
ID_DBC37E40,0,0
ID_C854A596,0,0
ID_716754D3,0,0
ID_E312B5F1,0,0
ID_70C24D73,0,0
ID_569A1AC9,0,0
ID_707C2916,0,0
ID_0D93CC80,0,0
ID_136D179F,0,0
ID_FD7104D3,0,0
ID_15396813,0,0
ID_D89FA3F8,0,0
ID_E308FE82,0,0
ID_84CD0003,0,0
ID_5B04ACA0,0,0
ID_D46ACFEB,0,0
ID_22D9DBCB,0,0
ID_A1A026D9,0,0
ID_9024FD7B,0,0
ID_B2C93644,0,0
ID_FB39175E,0,0
ID_1DB32B9D,0,0
ID_90C6A3D0,0,0
ID_846D8421,0,0
ID_941E8BDE,0,0
ID_CB5439AA,0,0
ID_9F0A3029,0,0
ID_6DD0764E,0,0
ID_BF079D9B,0,0
ID_B5A62F88,0,0
ID_51E638D8,0,0
ID_C27F2A95,0,0
ID_810F9EF0,0,0
ID_7FBEF275,0,0
ID_609394D9,0,0
ID_E2EB39B2,0,0
ID_5BB483C7,0,0
ID_3ACA4301,0,0
ID_A791B2D6,0,0
ID_921C784B,0,0
ID_177D2958,0,0
ID_D35A3A4F,0,0
ID_072F6799,0,0
ID_1D00052B,0,0
ID_CCA8BDAB,0,0
ID_D0A99844,0,0
ID_F8009D80,0,0
ID_AFB4934C,0,0
ID_C491377E,0,0
ID_B4F9E365,0,0
ID_84A6A866,0,0
ID_2F1547ED,0,0
ID_528E3E1F,0,0
ID_1B2D8DA3,0,0
ID_4D0BE9CE,0,0
ID_E9456C2F,0,0
ID_D46D8868,0,0
ID_0D076EF3,0,0
ID_F70D46BF,0,0
ID_63788172,0,0
ID_84481A28,0,0
ID_8B0FD419,0,0
ID_88FBD9FE,0,0
ID_AFF92F3B,0,0
ID_4620C088,0,0
ID_D416683A,0,0
ID_951DDB23,0,0
ID_AF3466F9,0,0
ID_0256959F,0,0
ID_27EAF684,0,0
ID_8E1CFC61,0,0
ID_2F705845,0,0
ID_0A870699,0,0
ID_CD27AC3C,0,0
ID_2C9E9B22,0,0
ID_ECEF8B2C,0,0
ID_8987366A,0,0
ID_D4F9857F,0,0
ID_761512B5,0,0
ID_61CC884E,0,0
ID_BA5A8386,0,0
ID_42AD4C93,0,0
ID_ECF4B640,0,0
ID_BBAAC453,0,0
ID_2A52C626,0,0
ID_2FC523DC,0,0
ID_86823F0B,0,0
ID_B8FC1F2F,0,0
ID_E925B66F,0,0
ID_EA5BFDFC,0,0
ID_A8162D4B,0,0
ID_3A26993B,0,0
ID_4E786A09,0,0
ID_24772B21,0,0
ID_A4A2D7C7,0,0
ID_95F38480,0,0
ID_B5DAA9EB,0,0
ID_B12865A6,0,0
ID_DE54B4C0,0,0
ID_8947AF2C,0,0
ID_3F6E9CE1,0,0
ID_622D8A31,0,0
ID_D224B5BE,0,0
ID_134EC5DE,0,0
ID_1C941F23,0,0
ID_92050DCB,0,0
ID_F3C39475,0,0
ID_95A802BA,0,0
ID_FB341D39,0,0
ID_9871A190,0,0
ID_86247DBC,0,0
ID_FB3C08D5,0,0
ID_1877818E,0,0
ID_91980D61,0,0
ID_459CFCFF,0,0
ID_52E765DB,0,0
ID_88E7F564,0,0
ID_23875176,0,0
ID_540A7CD2,0,0
ID_9F62E63D,0,0
ID_167CF914,0,0
ID_985AE903,0,0
ID_40A1C103,0,0
ID_B5CD7941,0,0
ID_E2EE0B60,0,0
ID_5BFDAF55,0,0
ID_B853DFB5,0,0
ID_9ACC49DA,0,0
ID_0E2726F9,0,0
ID_178E6372,0,0
ID_B774E80B,0,0
ID_B41C407F,0,0
ID_1A16618C,0,0
ID_7A38355E,0,0
ID_B95E2884,0,0
ID_486C0198,0,0
ID_DC8E3C88,0,0
ID_22D77532,0,0
ID_C8D6B3EE,0,0
ID_BFF5DE26,0,0
ID_A72C1369,0,0
ID_5062503C,0,0
ID_A2F2E5E6,0,0
ID_5BAACDFE,0,0
ID_F6AFCC99,0,0
ID_F54AA6DE,0,0
ID_5D247138,0,0
ID_5F839CA2,0,0
ID_D04A96CC,0,0
ID_9A614080,0,0
ID_1731B0E1,0,0
ID_E012245E,0,0
ID_4588F2E5,0,0
ID_8454A209,0,0
ID_9293E58F,0,0
ID_8D84F4BA,0,0
ID_7623AA39,0,0
ID_ED18E367,0,0
ID_98E829DD,0,0
ID_22BFF34D,0,0
ID_0167AD33,0,0
ID_76A60DA1,0,0
ID_04F500FF,0,0
ID_46ECC605,0,0
ID_614EEDC9,0,0
ID_6FECC7E5,0,0
ID_2C9C0305,0,0
ID_F7B32980,0,0
ID_BBD58F09,0,0
ID_302E21FD,0,0
ID_2A383365,0,0
ID_52FBB47E,0,0
ID_31CAA276,0,0
ID_37081CA2,0,0
ID_CB8E4CF3,0,0
ID_F47B39FB,0,0
ID_FCC643CF,0,0
ID_27D6A018,0,0
ID_4FD92E7F,0,0
ID_5EA52FD4,0,0
ID_B617A0B2,0,0
ID_782478AF,0,0
ID_38EC8944,0,0
ID_1ACDD97F,0,0
ID_9EDB4157,0,0
ID_05CC5051,0,0
ID_A8D54989,0,0
ID_FE510473,0,0
ID_04B8CE61,0,0
ID_3B5B271A,0,0
ID_1DEE523A,0,0
ID_1E95D879,0,0
ID_71B160EE,0,0
ID_2A596B35,0,0
ID_15486BB9,0,0
ID_C0ABA923,0,0
ID_B3BE1FE9,0,0
ID_F50E013F,0,0
ID_3F61C60B,0,0
ID_3F1E2CD8,0,0
ID_0A971289,0,0
ID_03E2D383,0,0
ID_5D204076,0,0
ID_0686654B,0,0
ID_D0B4DE66,0,0
ID_7126CFA9,0,0
ID_A2486114,0,0
ID_5E476866,0,0
ID_D7E29E78,0,0
ID_A401EE14,0,0
ID_4FC64B34,0,0
ID_D4F633DD,0,0
ID_A0C3071F,0,0
ID_BBCAFC5F,0,0
ID_9ADBC631,0,0
ID_7F302EC2,0,0
ID_6B5C208F,0,0
ID_83892D2F,0,0
ID_EFE92331,0,0
ID_CB26602E,0,0
ID_9A43B5BC,0,0
ID_5A135691,0,0
ID_EE841349,0,0
ID_75CD9AED,0,0
ID_5388DDBA,0,0
ID_E429B966,0,0
ID_35E9CE90,0,0
ID_72B016C7,0,0
ID_CC5072C7,0,0
ID_9D858406,0,0
ID_FA606576,0,0
ID_99410CC9,0,0
ID_22C205EB,0,0
ID_006DCA07,0,0
ID_D3540D0E,0,0
ID_B181CD3F,0,0
ID_8F219D52,0,0
ID_5ED91935,0,0
ID_771470D7,0,0
ID_73CAE2AE,0,0
ID_49EE564D,0,0
ID_C65FCF01,0,0
ID_4A540B83,0,0
ID_D03EB2D5,0,0
ID_1525DC3E,0,0
ID_E6A88E0D,0,0
ID_5D3867EB,0,0
ID_EA33EC25,0,0
ID_1D677930,0,0
ID_B53D5B90,0,0
ID_50FFD280,0,0
ID_2BDC8AA4,0,0
ID_B3605B4D,0,0
ID_AE47F0F7,0,0
ID_16A018CB,0,0
ID_720785CB,0,0
ID_B799239D,0,0
ID_437ED2F1,0,0
ID_7D5813AC,0,0
ID_D3CAE29D,0,0
ID_144620C3,0,0
ID_52C8952F,0,0
ID_884EA7F1,0,0
ID_E6A9BFC0,0,0
ID_DBC768CB,0,0
ID_7784F392,0,0
ID_7B9B4263,0,0
ID_B1CF77F8,0,0
ID_A1A94174,0,0
ID_CF2E8085,0,0
ID_DB02126F,0,0
ID_49882C60,0,0
ID_C63D56D5,0,0
ID_02D51717,0,0
ID_954CBC81,0,0
ID_C055BEFC,0,0
ID_AC683379,0,0
ID_9E7DBF53,0,0
ID_5EB875B2,0,0
ID_5E77E448,0,0
ID_CC3F86C7,0,0
ID_2F4A5A96,0,0
ID_8287C57C,0,0
ID_A6AD2CBC,0,0
ID_A82A687F,0,0
ID_701AC83D,0,0
ID_57727844,0,0
ID_94CEB354,0,0
ID_50E3E2AE,0,0
ID_646D617F,0,0
ID_2E1B02E1,0,0
ID_200A3BC5,0,0
ID_4AF83B98,0,0
ID_A325DAA1,0,0
ID_297F9520,0,0
ID_50B18C66,0,0
ID_B888E881,0,0
ID_6A693FA9,0,0
ID_F570FEDB,0,0
ID_13B39D72,0,0
ID_D992BD42,0,0
ID_814BFE2A,0,0
ID_D411550E,0,0
ID_2892CFC2,0,0
ID_585EE8A5,0,0
ID_47F36258,0,0
ID_086BF3D6,0,0
ID_8CA9541B,0,0
ID_8002205A,0,0
ID_85B6A3C2,0,0
ID_5AD2BD30,0,0
ID_1963EFB3,0,0
ID_7395017A,0,0
ID_E61EC312,0,0
ID_AB569713,0,0
ID_E94C9321,0,0
ID_945A8A14,0,0
ID_D9505F8B,0,0
ID_07D37772,0,0
ID_C9BE095C,0,0
ID_F95A30AB,0,0
ID_F5CCC3CE,0,0
ID_C371D420,0,0
ID_3DEE48F8,0,0
ID_BA75D1F6,0,0
ID_B41984EB,0,0
ID_131B2628,0,0
ID_0580C84E,0,0
ID_C575D4C2,0,0
ID_D17A03A7,0,0
ID_7B345817,0,0
ID_005ED879,0,0
ID_1690A21F,0,0
ID_2FD873B7,0,0
ID_3FA81345,0,0
ID_88FA7808,0,0
ID_1F0D149C,0,0
ID_3376BE57,0,0
ID_131E28BE,0,0
ID_F2090260,0,0
ID_08DABC1A,0,0
ID_52B36550,0,0
ID_2EDED264,0,0
ID_8E75754A,0,0
ID_7287BC35,0,0
ID_866D32E0,0,0
ID_578F79E1,0,0
ID_AAB742CE,0,0
ID_15DCC4A1,0,0
ID_79856E17,0,0
ID_48EDA830,0,0
ID_13E3897A,0,0
ID_339328A8,0,0
ID_A5B08786,0,0
ID_76479068,0,0
ID_213771F2,0,0
ID_CFE5920E,0,0
ID_044494D0,0,0
ID_38964A48,0,0
ID_AF48463A,0,0
ID_A47C81B0,0,0
ID_363BF066,0,0
ID_319F9F11,0,0
ID_FA327E0E,0,0
ID_8B47DDFF,0,0
ID_7C2091B9,0,0
ID_6EE69B0D,0,0
ID_3EC4D865,0,0
ID_6EF127B9,0,0
ID_6212C6A0,0,0
ID_73BD9B55,0,0
ID_48710A33,0,0
ID_9F378BBA,0,0
ID_F1F95B68,0,0
ID_36C7DD36,0,0
ID_D2049886,0,0
ID_C587EF64,0,0
ID_42F42752,0,0
ID_5079E721,0,0
ID_BEDC9979,0,0
ID_EFCB896F,0,0
ID_193B5730,0,0
ID_B00D5BE9,0,0
ID_09CC6075,0,0
ID_ACB0BFAA,0,0
ID_919A1A44,0,0
ID_2553FC19,0,0
ID_89282CE8,0,0
ID_A4A83A70,0,0
ID_9D58A389,0,0
ID_39FEA5BE,0,0
ID_4DF5742A,0,0
ID_D89E7EB1,0,0
ID_378362AC,0,0
ID_E005FD7B,0,0
ID_6D221F3F,0,0
ID_1CCA366E,0,0
ID_3E15F61C,0,0
ID_B3062E82,0,0
ID_E7C58C9F,0,0
ID_9A30F0A1,0,0
ID_A9E32FDF,0,0
ID_D1C04988,0,0
ID_86FD2E5E,0,0
ID_F85084F1,0,0
ID_6C79B80E,0,0
ID_641E6DFE,0,0
ID_7441A196,0,0
ID_1564B9F5,0,0
ID_931B5FE1,0,0
ID_637D9E73,0,0
ID_2C3E9488,0,0
ID_F54DC975,0,0
ID_F7FCC396,0,0
ID_8F61D00C,0,0
ID_890F1B88,0,0
ID_8FA74192,0,0
ID_69E42528,0,0
ID_44325939,0,0
ID_CF88F53D,0,0
ID_25AE799B,0,0
ID_D1479C87,0,0
ID_010986EF,0,0
ID_7F3812BB,0,0
ID_9C186D11,0,0
ID_AE1D5DDC,0,0
ID_F637D491,0,0
ID_D851C917,0,0
ID_E52AD25B,0,0
ID_C6F9F1B4,0,0
ID_DB23A499,0,0
ID_57C6B9E3,0,0
ID_FBEAD3BE,0,0
ID_D51839F8,0,0
ID_C222079F,0,0
ID_E52BA1F9,0,0
ID_8F82CE3F,0,0
ID_465E85C8,0,0
ID_73252921,0,0
ID_88085FD6,0,0
ID_1880C4DA,0,0
ID_83DE95DB,0,0
ID_C42E904C,0,0
ID_1505E510,0,0
ID_ABCD6735,0,0
ID_7F075023,0,0
ID_A10C2622,0,0
ID_349450A8,0,0
ID_56BD98C0,0,0
ID_79652E47,0,0
ID_153F5F06,0,0
ID_F066081E,0,0
ID_8BCEDF1C,0,0
ID_97657485,0,0
ID_D586D676,0,0
ID_F5C6DBD2,0,0
ID_9A09C017,0,0
ID_17D6C3FF,0,0
ID_DFBD516A,0,0
ID_9EF6CCE1,0,0
ID_7F734618,0,0
ID_DE3B27E2,0,0
ID_C88525D4,0,0
ID_7B1F877F,0,0
ID_74EC6B97,0,0
ID_B51D88FA,0,0
ID_4E93276E,0,0
ID_89E21611,0,0
ID_DA038928,0,0
ID_41919990,0,0
ID_C7CF54E8,0,0
ID_013744F3,0,0
ID_5C7FBC6B,0,0
ID_BDADE0D7,0,0
ID_8DF883D2,0,0
ID_0676190A,0,0
ID_56E935BA,0,0
ID_4DF41587,0,0
ID_3F2C77EB,0,0
ID_8BDC07EF,0,0
ID_BF8D1B66,0,0
ID_451155EB,0,0
ID_C9349F29,0,0
ID_36BA6093,0,0
ID_35CECC9A,0,0
ID_BBF46F32,0,0
ID_217B5C98,0,0
ID_3DBE7E47,0,0
ID_FA776E81,0,0
ID_E29DADEA,0,0
ID_911AD860,0,0
ID_CAC43CF7,0,0
ID_A3FBDDCC,0,0
ID_A6652C52,0,0
ID_82DEF492,0,0
